ZIP,STATE,TOTAL_DEPOSITS,BRANCH_COUNT,ZIP_COUNT,LAT,LON,AVG_DEPOSIT_PER_BRANCH,NORM_DEPOSIT_BASE,NORM_BRANCH_DENSITY,OPPORTUNITY_SCORE,CAPTURE_PCT,EXPECTED_CAPTURE_USD
33716,FL,38355667000,1,1,27.8887549824495,-82.6669759595147,38355667000.0,38.069403123173096,0.24324470677424598,22.74434399119416,0.1,3835566700.0
64106,MO,36903804000,6,1,39.1002376684202,-94.58040050038973,6150634000.0,36.628375964745125,1.4594682406454758,21.393238282588882,0.1,3690380400.0
53202,WI,37735274000,19,1,43.04139242109958,-87.90555595004162,1986067052.631579,37.453640367390626,4.621649428710674,20.623524448950107,0.1,3773527400.0
85004,AZ,33612045000,4,1,33.44988033568947,-112.07234860494376,8403011250.0,33.36118469532116,0.9729788270969839,19.6275192863539,0.1,3361204500.0
10018,NY,35525320000,18,1,40.750243975253206,-73.98396268181347,1973628888.8888888,35.26018014912174,4.378404721936428,19.40474620069847,0.1,3552532000.0
19103,PA,35985842000,28,1,39.95198374315255,-75.17018251727166,1285208642.857143,35.7172650869248,6.810851789678887,18.70601833628332,0.1,3598584200.0
23220,VA,31676576000,2,1,37.5580444943896,-77.4632574932013,15838288000.0,31.44016088433112,0.48648941354849196,18.669500765179276,0.1,3167657600.0
20006,DC,33811681000,18,1,38.90195169667817,-77.0409794883061,1878426722.2222223,33.55933073100078,4.378404721936428,18.384236549825893,0.1,3381168100.0
78245,TX,31630900000,5,1,29.435519325284123,-98.6703123183318,6326180000.0,31.394825782817854,1.21622353387123,18.350406056142223,0.1,3163090000.0
85016,AZ,35023371000,29,1,33.50837956773489,-112.03016967354121,1207702448.275862,34.761977397797565,7.054096496453133,18.035547840097287,0.1,3502337100.0
63102,MO,30453721000,6,1,38.628055203533,-90.18937711612766,5075620166.666667,30.226432546451143,1.4594682406454758,17.552072231612495,0.1,3045372100.0
14203,NY,30268985000,5,1,42.88968458061766,-78.8724129852578,6053797000.0,30.043075306037036,1.21622353387123,17.53935577007373,0.1,3026898500.0
06905,CT,32097007000,18,1,41.085237772709334,-73.54543925893745,1783167055.5555556,31.857454037503995,4.378404721936428,17.363110533727824,0.1,3209700700.0
33134,FL,35500404000,46,1,25.75167417457822,-80.2598584188705,771747913.0434783,35.235450107320695,11.189256511615314,16.66556745974629,0.1,3550040400.0
10016,NY,31738265000,29,1,40.74679728500767,-73.98219313694256,1094422931.0344827,31.50138947434014,7.054096496453133,16.079195086022832,0.1,3173826500.0
30303,GA,28129871000,8,1,33.75908166164457,-84.38785190810984,3516233875.0,27.919926380158017,1.9459576541939678,15.973572766417224,0.1,2812987100.0
94105,CA,28538450000,11,1,37.79026308925372,-122.39647446057837,2594404545.4545455,28.32545598960694,2.6756917745167055,15.924996883957482,0.1,2853845000.0
75225,TX,32369159000,36,1,32.863393053748275,-96.80343690473723,899143305.5555556,32.12757485690671,8.756809443872855,15.773821136594883,0.1,3236915900.0
32202,FL,27589291000,8,1,30.326075947529702,-81.66178771488448,3448661375.0,27.383380947632364,1.9459576541939678,15.65164550690183,0.1,2758929100.0
30305,GA,29014050000,20,1,33.84112893175411,-84.3784540561318,1450702500.0,28.797506394189426,4.86489413548492,15.332546182319685,0.1,2901405000.0
37203,TN,30044182000,27,1,36.15179687739536,-86.79641806885833,1112747481.4814816,29.819950101871022,6.567607082904641,15.264927227960756,0.1,3004418200.0
84101,UT,26766572000,9,1,40.76271964544343,-111.89276191906679,2974063555.5555553,26.566802232729717,2.189202360968214,15.064400395250544,0.1,2676657200.0
90210,CA,26745821000,9,1,34.068556534871014,-118.40229676302289,2971757888.888889,26.546206105846853,2.189202360968214,15.052042719120825,0.1,2674582100.0
46204,IN,28163123000,18,1,39.76986166488923,-86.15681198590967,1564617944.4444444,27.95293020701499,4.378404721936428,15.020396235434422,0.1,2816312300.0
48084,MI,27041455000,12,1,42.55983308193266,-83.16890658958299,2253454583.3333335,26.839633669573384,2.9189364812909515,14.936205609227649,0.1,2704145500.0
15258,PA,24808000000,1,1,40.439645010251,-79.995911018921,24808000000.0,24.622847848785376,0.24324470677424598,14.676410826561527,0.1,2480800000.0
30308,GA,25578892000,8,1,33.77425737447304,-84.38168298307887,3197361500.0,25.387986369578904,1.9459576541939678,14.454408760069754,0.1,2557889200.0
07311,NJ,23978023000,1,1,40.7172232954423,-74.0342559888253,23978023000.0,23.799065303276212,0.24324470677424598,14.182141299256028,0.1,2397802300.0
92122,CA,24543231000,6,1,32.869896836518336,-117.20934966449134,4090538500.0,24.360054927063548,1.4594682406454758,14.032245659979937,0.1,2454323100.0
15219,PA,25329067000,13,1,40.440312730625166,-79.99425220843955,1948389769.2307692,25.140025914732774,3.1621811880651975,13.819143073613585,0.1,2532906700.0
28282,NC,22681044000,1,1,35.2247980168205,-80.84517902734,22681044000.0,22.511766182828378,0.24324470677424598,13.409761826987328,0.1,2268104400.0
80202,CO,25796412000,24,1,39.74980394518924,-104.99604793963766,1074850500.0,25.603882929723525,5.837872962581903,13.027180572801353,0.1,2579641200.0
06103,CT,22491700000,8,1,41.766714065296625,-72.67543005958997,2811462500.0,22.323835333784505,1.9459576541939678,12.615918138593115,0.1,2249170000.0
90017,CA,21590683000,17,1,34.04975558710139,-118.25981782010852,1270040176.4705882,21.429542988566467,4.135160015162182,11.203661787075006,0.1,2159068300.0
98101,WA,21616485000,21,1,47.60978773628693,-122.33543097516167,1029356428.5714285,21.455152417790686,5.108138842259165,10.829835913770744,0.1,2161648500.0
78701,TX,20853633000,18,1,30.26829861116984,-97.74583205475747,1158535166.6666667,20.697993891220964,4.378404721936428,10.667434445958007,0.1,2085363300.0
21202,MD,19091792000,10,1,39.28714734381647,-76.60893672434312,1909179200.0,18.949302224147768,2.43244706774246,10.396602507391677,0.1,1909179200.0
97204,OR,18367752000,8,1,45.51653249911805,-122.67796248904338,2295969000.0,18.230666027903226,1.9459576541939678,10.160016555064347,0.1,1836775200.0
89101,NV,17586119000,4,1,36.16783225963255,-115.13647799153651,4396529750.0,17.454866671542792,0.9729788270969839,10.08372847208688,0.1,1758611900.0
77027,TX,20534328000,23,1,29.744483164428107,-95.44883198915637,892796869.5652174,20.381071993754162,5.594628255807657,9.990791893929433,0.1,2053432800.0
35203,AL,18762294000,15,1,33.51891506326351,-86.80165783863637,1250819600.0,18.62226340116812,3.6486706016136896,9.713889800055394,0.1,1876229400.0
96813,HI,17729382000,9,1,21.30784713579472,-157.86159088701345,1969931333.3333333,17.597060441752426,2.189202360968214,9.68255532066417,0.1,1772938200.0
33016,FL,17041431000,8,1,25.898098226604162,-80.32885474936889,2130178875.0,16.914243898684877,1.9459576541939678,9.370163277533338,0.1,1704143100.0
27601,NC,16334431000,6,1,35.77631799773142,-78.63914766285531,2722405166.6666665,16.21252052601915,1.4594682406454758,9.1437250193533,0.1,1633443100.0
95113,CA,17071505000,11,1,37.33436536724078,-121.8930653643889,1551955000.0,16.944093444242938,2.6756917745167055,9.09617935673908,0.1,1707150500.0
63101,MO,15692721000,7,1,38.628776433315515,-90.19291598002972,2241817285.714286,15.575599867641046,1.7027129474197218,8.664274741616738,0.1,1569272100.0
73118,OK,16147168000,12,1,35.527225084615516,-97.53602441052719,1345597333.3333333,16.026655145629476,2.9189364812909515,8.448418494861304,0.1,1614716800.0
11001,NY,14770711000,4,1,40.72816723758738,-73.70614579585668,3692677750.0,14.660471201684153,0.9729788270969839,8.407091190171698,0.1,1477071100.0
50309,IA,15492216000,9,1,41.58889923318699,-93.62681967840848,1721357333.3333333,15.376591317660367,2.189202360968214,8.350273846208934,0.1,1549221600.0
85012,AZ,15590031000,11,1,33.49413426641325,-112.07300118334256,1417275545.4545455,15.47367628470039,2.6756917745167055,8.213929061013552,0.1,1559003100.0
02903,RI,16394944000,16,1,41.82350388812992,-71.41315389548576,1024684000.0,16.27258189299245,3.8919153083879356,8.206783012440294,0.1,1639494400.0
08816,NJ,16040297000,15,1,40.431644497195336,-74.39668404683671,1069353133.3333334,15.920581767185121,3.6486706016136896,8.092880819665597,0.1,1604029700.0
48098,MI,14388261000,5,1,42.59334759721222,-83.17084741367532,2877652200.0,14.280875580926011,1.21622353387123,8.082035935007115,0.1,1438826100.0
10021,NY,15506715000,12,1,40.769530767199186,-73.95914206008793,1292226250.0,15.390982105751286,2.9189364812909515,8.067014670934391,0.1,1550671500.0
21201,MD,14406815000,7,1,39.29235956598645,-76.618311559271,2058116428.5714285,14.299291104909662,1.7027129474197218,7.898489483977908,0.1,1440681500.0
07470,NJ,16003997000,18,1,40.946096968977955,-74.24187162000685,889110944.4444444,15.884552688786584,4.378404721936428,7.7793697244973785,0.1,1600399700.0
89102,NV,14670525000,12,1,36.13688809134637,-115.19313786912333,1222543750.0,14.561032930377381,2.9189364812909515,7.5690451657100475,0.1,1467052500.0
94301,CA,14051223000,10,1,37.44599883372235,-122.161235112772,1405122300.0,13.946353032020058,2.43244706774246,7.394832992115051,0.1,1405122300.0
92101,CA,15477347000,22,1,32.717314715732726,-117.16203358058424,703515772.7272727,15.361833291029296,5.351383549033411,7.076546555004212,0.1,1547734700.0
98154,WA,12025662000,1,1,47.6062130032136,-122.333810041814,12025662000.0,11.935909614113191,0.24324470677424598,7.064247885758216,0.1,1202566200.0
28403,NC,15598301000,23,1,34.22058010548907,-77.87216136011455,678187000.0,15.48188456234105,5.594628255807657,7.051279435081566,0.1,1559830100.0
33602,FL,13932753000,14,1,27.947194780053245,-82.45694184432861,995196642.8571428,13.828767221610287,3.4054258948394436,6.935089975030394,0.1,1393275300.0
90049,CA,13242086000,10,1,34.053569192557504,-118.46660354662069,1324208600.0,13.143254949150714,2.43244706774246,6.912974142393444,0.1,1324208600.0
68102,NE,12371680000,6,1,41.260405117334386,-95.93706302626799,2061946666.6666667,12.279345141642255,1.4594682406454758,6.783819788727162,0.1,1237168000.0
92614,CA,12690538000,10,1,33.68241271967183,-117.84731339469879,1269053800.0,12.59582337525109,2.43244706774246,6.584515198053669,0.1,1269053800.0
29201,SC,14072531000,19,1,34.00190534961909,-81.03484060954372,740659526.3157895,13.96750200178634,4.621649428710674,6.5318414295875336,0.1,1407253100.0
10573,NY,12547172000,11,1,41.00135375828585,-73.67687580664409,1140652000.0,12.453527373772173,2.6756917745167055,6.401839714456621,0.1,1254717200.0
89074,NV,11886014000,8,1,36.0283353725813,-115.08392450636437,1485751750.0,11.797303863694488,1.9459576541939678,6.299999256539105,0.1,1188601400.0
92604,CA,14959304000,27,1,33.693607199847285,-117.79175143695896,554048296.2962962,14.847656655745181,6.567607082904641,6.281551160285252,0.1,1495930400.0
46032,IN,16425493000,36,1,39.96269277054738,-86.15478474429523,456263694.4444444,16.302902893433135,8.756809443872855,6.279017958510737,0.1,1642549300.0
94111,CA,13441618000,18,1,37.79344308949157,-122.40009748887405,746756555.5555556,13.341297761024459,4.378404721936428,6.253416767840104,0.1,1344161800.0
92660,CA,15136874000,29,1,33.64067551737039,-117.87334279411449,521961172.4137931,15.023901378919513,7.054096496453133,6.192702228770454,0.1,1513687400.0
19106,PA,11460675000,7,1,39.94896228555876,-75.14765042851771,1637239285.7142856,11.375139340913348,1.7027129474197218,6.143998425580119,0.1,1146067500.0
30339,GA,12848009000,16,1,33.88172532602421,-84.45930228505793,803000562.5,12.752119105402496,3.8919153083879356,6.0945053398863225,0.1,1284800900.0
76102,TX,14755921000,28,1,32.75102845205238,-97.33529736529682,526997178.5714286,14.645791585444089,6.810851789678887,6.063134235394898,0.1,1475592100.0
92612,CA,12419247000,14,1,33.6672196252599,-117.84483712989085,887089071.4285715,12.326557129856669,3.4054258948394436,6.033763919978223,0.1,1241924700.0
38103,TN,10732394000,5,1,35.1424971991882,-90.05324380195384,2146478800.0,10.652293796969408,1.21622353387123,5.904886864633153,0.1,1073239400.0
74172,OK,10167081000,2,1,36.154935158310394,-95.9904957627395,5083540500.0,10.091199956839594,0.48648941354849196,5.8601242086843595,0.1,1016708100.0
20814,MD,14156443000,27,1,38.99411425258069,-77.10202048397717,524312703.7037037,14.050787732546064,6.567607082904641,5.803429806365781,0.1,1415644300.0
30326,GA,10710029000,6,1,33.84893755607723,-84.3664344606766,1785004833.3333333,10.63009571602221,1.4594682406454758,5.794270133355135,0.1,1071002900.0
91731,CA,10742594000,10,1,34.07671838892345,-118.0424875375501,1074259400.0,10.662417670238417,2.43244706774246,5.424471775046066,0.1,1074259400.0
40202,KY,10492419000,9,1,38.25440712657499,-85.75599332608094,1165824333.3333333,10.414109827584037,2.189202360968214,5.372784952163136,0.1,1049241900.0
94122,CA,12260041000,20,1,37.75963459874486,-122.47957864705454,613002050.0,12.168539348712935,4.86489413548492,5.355165955033792,0.1,1226004100.0
77056,TX,12337641000,23,1,29.749382360470097,-95.46371478866543,536419173.9130435,12.245560188485015,5.594628255807657,5.109484810767945,0.1,1233764100.0
84043,UT,10600012000,13,1,40.417798213049984,-111.85925913259254,815385538.4615384,10.520899817449981,3.1621811880651975,5.047667415243909,0.1,1060001200.0
91748,CA,14026344000,34,1,33.99056467418854,-117.9040998950828,412539529.4117647,13.921659714073026,8.270320030324363,5.044867816314069,0.1,1402634400.0
10013,NY,13210092000,30,1,40.717517039860645,-73.99983271219439,440336400.0,13.111499733330252,7.297341203227379,4.947963358707199,0.09895926717414398,1307261023.623022
80203,CO,9281045000,6,1,39.72684124801262,-104.98645990917684,1546840833.3333333,9.211776802351269,1.4594682406454758,4.943278785152571,0.09886557570305142,917575857.0509269
90212,CA,10869247000,17,1,34.066606146618355,-118.39901327761453,639367470.5882353,10.788125407605083,4.135160015162182,4.818811238498177,0.09637622476996355,1047536991.952252
23219,VA,9386837000,8,1,37.53730507802095,-77.43691866166742,1173354625.0,9.316779233809616,1.9459576541939678,4.811684478608182,0.09623368957216365,903329957.9224999
33301,FL,11967066000,24,1,26.119696965207854,-80.13835474179288,498627750.0,11.877750939792511,5.837872962581903,4.791501378842746,0.09583002757685492,1146804264.7940428
63105,MO,12221754000,26,1,38.650132154847036,-90.3386333758299,470067461.53846157,12.13053810010013,6.324362376130395,4.748577909607919,0.09497155819215838,1160719021.2212446
60654,IL,9269364000,8,1,41.89238391215419,-87.63278650700808,1158670500.0,9.200182982385062,1.9459576541939678,4.741726727753449,0.09483453455506899,879055820.5615125
32801,FL,10849949000,19,1,28.54262199843669,-81.37823663725455,571049947.3684211,10.768971436394754,4.621649428710674,4.612723090352582,0.09225446180705164,1000956205.6289582
10020,NY,8341363000,4,1,40.759267009626775,-73.9798685796789,2085340750.0,8.279108029687517,0.9729788270969839,4.578273286973716,0.09156546573947433,763780787.9970188
72223,AR,11550686000,24,1,34.78113204538809,-92.4490562482843,481278583.3333333,11.464478552365984,5.837872962581903,4.543537946386829,0.09087075892773658,1049619602.9559819
55416,MN,9548465000,12,1,44.95079969868568,-93.34426564553019,795705416.6666666,9.477200938586442,2.9189364812909515,4.518745970635484,0.09037491941270968,862941754.890079
60045,IL,9346000000,11,1,42.24163720065297,-87.85255845239801,849636363.6363636,9.276247016879559,2.6756917745167055,4.495471500321052,0.08990943000642104,840293532.8400111
10003,NY,12434756000,30,1,40.73311217237097,-73.98960933373503,414491866.6666667,12.341950379908539,7.297341203227379,4.486233746654172,0.08972467493308343,1115704439.9722087
47708,IN,8125065000,4,1,37.97075635821997,-87.57298017746753,2031266250.0,8.064424349261985,0.9729788270969839,4.449463078718398,0.08898926157436796,723043534.593742
54301,WI,8771818000,9,1,44.499184235231546,-88.01818196103824,974646444.4444444,8.706350369688682,2.189202360968214,4.348129277425923,0.08696258554851846,762819973.2410342
20005,DC,10016761000,17,1,38.90285841247812,-77.03219401457147,589221235.2941177,9.94200185587904,4.135160015162182,4.31113710746255,0.086222742149251,863672600.8736737
73102,OK,9187444000,12,1,35.47007023844407,-97.51567112399061,765620333.3333334,9.118874384522577,2.9189364812909515,4.303750038197165,0.08607500076394331,790809249.3186864
35209,AL,10547358000,21,1,33.47411891231302,-86.79429222247148,502255142.85714287,10.468638795576798,5.108138842259165,4.237927740442412,0.08475855480884825,893978821.1315441
98004,WA,11818076000,29,1,47.615775015616144,-122.19773828134427,407519862.0689655,11.729872912503309,7.054096496453133,4.216285148920731,0.08432570297841462,996567566.5523303
90064,CA,8532509000,9,1,34.037904219719536,-118.434267322735,948056555.5555556,8.468827429675583,2.189202360968214,4.205615513418064,0.08411231026836129,717689044.3755851
19611,PA,7171976000,1,1,40.3390060133948,-75.951053991891,7171976000.0,7.118448638469056,0.24324470677424598,4.173771300371735,0.0834754260074347,598683751.9150975
12207,NY,8768470000,12,1,42.64962402062938,-73.75285066838974,730705833.3333334,8.703027357168619,2.9189364812909515,4.05424182178479,0.08108483643569579,710989955.7413055
84133,UT,6726628000,1,1,40.769042992391,-111.89049303154,6726628000.0,6.676424450958541,0.24324470677424598,3.908556787865426,0.07817113575730852,525828150.5769127
57103,SD,8307001000,11,1,43.535547932478224,-96.69996326974253,755181909.0909091,8.245002487210092,2.6756917745167055,3.8767247825193722,0.07753449565038745,644079132.9022641
70801,LA,7146520000,4,1,30.449501954926824,-91.18608112502184,1786630000.0,7.09318262690671,0.9729788270969839,3.866718045305232,0.07733436090610464,552671556.902695
07666,NJ,8344345000,12,1,40.88997823565652,-74.01300992681136,695362083.3333334,8.28206777381381,2.9189364812909515,3.8016660717719057,0.07603332143543812,634448265.5531908
70130,LA,8441598000,13,1,29.94530932538209,-90.07214668298778,649353692.3076923,8.378594935287445,3.1621811880651975,3.7622844859463873,0.07524568971892774,635193863.839921
33180,FL,9871380000,22,1,25.958541032078244,-80.14369238788993,448699090.90909094,9.797705893161197,5.351383549033411,3.7380701162833536,0.07476140232566707,737998211.6895434
94583,CA,7638308000,9,1,37.76584035719803,-121.96356474622199,848700888.8888888,7.581300213889073,2.189202360968214,3.6730991839461584,0.07346198367892318,561125257.6305883
84095,UT,7648582000,10,1,40.55443434862161,-111.94301847924609,764858200.0,7.591497534866114,2.43244706774246,3.581919693822684,0.07163839387645368,547932129.9123539
27701,NC,7287230000,8,1,36.00567387580204,-78.9054006263173,910903750.0,7.2328424511893035,1.9459576541939678,3.561322409035995,0.0712264481807199,519043509.97598743
37219,TN,6698483000,5,1,36.1635262039204,-86.77975459774893,1339696600.0,6.648489508492236,1.21622353387123,3.5026042915468496,0.070052085830937,469242706.0530724
95014,CA,9606467000,23,1,37.32477551586258,-122.02800796259204,417672478.26086956,9.53477004616969,5.594628255807657,3.4830107253787506,0.06966021450757501,669188551.8799405
11354,NY,11704369000,36,1,40.76303290235404,-73.82308109535957,325121361.1111111,11.617014553895526,8.756809443872855,3.467484954788173,0.06934969909576347,811694468.255782
10172,NY,5852064000,1,1,40.7556816975586,-73.9748442498077,5852064000.0,5.808387676288066,0.24324470677424598,3.3877347230631414,0.06775469446126282,396504808.28775555
78205,TX,6734502000,7,1,29.427751003764126,-98.49100414061108,962071714.2857143,6.684239684107578,1.7027129474197218,3.3294586314966583,0.06658917262993316,448444916.25463015
43229,OH,7703249000,13,1,40.07097282236995,-82.97289196347765,592557615.3846154,7.645756532905034,3.1621811880651975,3.322581444516941,0.06645162889033882,511893443.7978736
95110,CA,6591603000,7,1,37.34537543139673,-121.90435885008229,941657571.4285715,6.542407197218528,1.7027129474197218,3.2443591393632274,0.06488718278726455,427710548.72208136
20854,MD,8514830000,19,1,39.030795072789694,-77.18494283970864,448148947.3684211,8.45128037521256,4.621649428710674,3.2221084536432665,0.06444216907286533,548714114.4867059
98104,WA,7196640000,11,1,47.602176183395386,-122.32742162953045,654240000.0,7.142928561048161,2.6756917745167055,3.2154804268222144,0.06430960853644428,462813101.1777164
92707,CA,6183684000,5,1,33.707058566591044,-117.86552709162399,1236736800.0,6.137532661922305,1.21622353387123,3.1960301836048908,0.06392060367209781,395264814.1974925
94520,CA,6921516000,10,1,37.97483413147391,-122.0448385750583,692151600.0,6.8698579228850996,2.43244706774246,3.148935926634075,0.0629787185326815,435908207.98345155
94596,CA,9325931000,25,1,37.90038235220144,-122.0627478929528,373037240.0,9.256327799954484,6.081117669356149,3.12134961223023,0.0624269922446046,582189822.2107177
89134,NV,6539022000,8,1,36.19692699806616,-115.3040160065535,817377750.0,6.490218630516779,1.9459576541939678,3.1157481166324796,0.0623149623326496,407478909.622367
90010,CA,8166728000,18,1,34.06146943525487,-118.30230879518311,453707111.1111111,8.105776401419513,4.378404721936428,3.1121039520771365,0.06224207904154273,508314129.6867802
11747,NY,7526588000,15,1,40.78015892534263,-73.42128333906152,501772533.3333333,7.470414025495558,3.6486706016136896,3.0227801746518583,0.06045560349303717,455024419.7834517
91765,CA,7135081000,13,1,33.9964199898589,-117.81695742054885,548852384.6153846,7.0818290007964935,3.1621811880651975,2.9842249252518167,0.059684498505036335,425853731.27781314
33880,FL,6622852000,10,1,28.011980065150233,-81.72587404294214,662285200.0,6.573422973275714,2.43244706774246,2.9710749568684443,0.05942149913736888,393539794.40492177
